image,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01440764_tench,n01440764_tench_global,True,-1,0.0001,10,,,30,150498,150528,0.01992984693877551,global
n01440764_tench,n01440764_tench_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01440764_tench,n01440764_tench_global,True,-1,0.0003,10,,,30,150498,150528,0.01992984693877551,global
n01440764_tench,n01440764_tench_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global
n01440764_tench,n01440764_tench_seg0_fixmask,False,0,0.0001,10,0.9453021287918091,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask
n01440764_tench,n01440764_tench_seg0_fixmask,False,0,0.0001,50176,0.9453021287918091,"[0, 0, 223, 223]",4446,146082,150528,2.9536033163265305,fix_mask
n01440764_tench,n01440764_tench_seg0_fixmask,False,0,0.0003,10,0.9453021287918091,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask
n01440764_tench,n01440764_tench_seg0_fixmask,False,0,0.0003,50176,0.9453021287918091,"[0, 0, 223, 223]",4446,146082,150528,2.9536033163265305,fix_mask
n01440764_tench,n01440764_tench_seg0_fixnonmask,False,0,0.0001,10,0.9453021287918091,"[0, 0, 223, 223]",30,150498,150528,0.01992984693877551,fix_nonmask
n01440764_tench,n01440764_tench_seg0_fixnonmask,False,0,0.0001,50176,0.9453021287918091,"[0, 0, 223, 223]",146082,4446,150528,97.04639668367346,fix_nonmask
n01440764_tench,n01440764_tench_seg0_fixnonmask,False,0,0.0003,10,0.9453021287918091,"[0, 0, 223, 223]",30,150498,150528,0.01992984693877551,fix_nonmask
n01440764_tench,n01440764_tench_seg0_fixnonmask,False,0,0.0003,50176,0.9453021287918091,"[0, 0, 223, 223]",146082,4446,150528,97.04639668367346,fix_nonmask
n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0001,10,,,30,150498,150528,0.01992984693877551,global
n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,10,,,30,150498,150528,0.01992984693877551,global
n01443537_goldfish,n01443537_goldfish_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,10,0.8230906128883362,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0001,50176,0.8230906128883362,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,10,0.8230906128883362,"[0, 1, 223, 222]",6,150522,150528,0.003985969387755102,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixmask,False,0,0.0003,50176,0.8230906128883362,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,fix_mask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,10,0.8230906128883362,"[0, 1, 223, 222]",24,150504,150528,0.01594387755102041,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0001,50176,0.8230906128883362,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,10,0.8230906128883362,"[0, 1, 223, 222]",24,150504,150528,0.01594387755102041,fix_nonmask
n01443537_goldfish,n01443537_goldfish_seg0_fixnonmask,False,0,0.0003,50176,0.8230906128883362,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,fix_nonmask
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,10,,,30,150498,150528,0.01992984693877551,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,10,,,30,150498,150528,0.01992984693877551,global
n01484850_great_white_shark,n01484850_great_white_shark_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,10,0.9039138555526733,"[0, 0, 223, 223]",3,150525,150528,0.001992984693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0001,50176,0.9039138555526733,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0003,10,0.9039138555526733,"[0, 0, 223, 223]",3,150525,150528,0.001992984693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixmask,False,0,0.0003,50176,0.9039138555526733,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,fix_mask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixnonmask,False,0,0.0001,10,0.9039138555526733,"[0, 0, 223, 223]",27,150501,150528,0.01793686224489796,fix_nonmask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixnonmask,False,0,0.0001,50176,0.9039138555526733,"[0, 0, 223, 223]",135816,14712,150528,90.22640306122449,fix_nonmask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixnonmask,False,0,0.0003,10,0.9039138555526733,"[0, 0, 223, 223]",27,150501,150528,0.01793686224489796,fix_nonmask
n01484850_great_white_shark,n01484850_great_white_shark_seg0_fixnonmask,False,0,0.0003,50176,0.9039138555526733,"[0, 0, 223, 223]",135816,14712,150528,90.22640306122449,fix_nonmask
n01491361_tiger_shark,n01491361_tiger_shark_global,True,-1,0.0001,10,,,30,150498,150528,0.01992984693877551,global
n01491361_tiger_shark,n01491361_tiger_shark_global,True,-1,0.0001,50176,,,150528,0,150528,100.0,global
n01491361_tiger_shark,n01491361_tiger_shark_global,True,-1,0.0003,10,,,30,150498,150528,0.01992984693877551,global
n01491361_tiger_shark,n01491361_tiger_shark_global,True,-1,0.0003,50176,,,150528,0,150528,100.0,global
n01491361_tiger_shark,n01491361_tiger_shark_seg0_fixmask,False,0,0.0001,10,0.960216760635376,"[0, 0, 223, 223]",0,150528,150528,0.0,fix_mask
