instance_id,onnx,vnnlib,timeout,result,domains_visited,bab_time,all_time,init_unstable,lb_len,lb_num_finite,lb_min_finite,lb_argmin_finite,lb_any_neg_finite,image,tag,segment_index,k,eps,model,is_global,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
1,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_10__idx_7516_global_k1024_eps_0.0039.vnnlib,100,timeout False,0.0,0.2529056072235107,103.11060976982117,3717,98,1,0.2395671606063842,77.0,False,resnet_large__label_10__idx_7516,global,-1,1024,0.0039,CIFAR100_resnet_large,True,,,3072,0,3072,100.0,random
2,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_10__idx_7516_fix_mask_seg0_k1024_eps_0.0039.vnnlib,100,unsat True,,,2.694890260696411,0,0,0,,,False,resnet_large__label_10__idx_7516,fix_mask,0,1024,0.0039,CIFAR100_resnet_large,False,0.9276002049446106,"[0, 0, 31, 31]",207,2865,3072,6.73828125,random
3,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_10__idx_7516_fix_nonmask_seg0_k1024_eps_0.0039.vnnlib,100,timeout False,0.0,0.2413437366485595,107.99884605407716,3575,98,0,,,False,resnet_large__label_10__idx_7516,fix_nonmask,0,1024,0.0039,CIFAR100_resnet_large,False,0.9276002049446106,"[0, 0, 31, 31]",2865,207,3072,93.26171875,random
4,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_10__idx_8477_global_k1024_eps_0.0039.vnnlib,100,timeout False,0.0,0.2341418266296386,109.08977508544922,3738,98,0,,,False,resnet_large__label_10__idx_8477,global,-1,1024,0.0039,CIFAR100_resnet_large,True,,,3072,0,3072,100.0,random
5,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_10__idx_8477_fix_mask_seg0_k1024_eps_0.0039.vnnlib,100,unsat True,,,3.64923357963562,0,0,0,,,False,resnet_large__label_10__idx_8477,fix_mask,0,1024,0.0039,CIFAR100_resnet_large,False,0.9435863494873048,"[0, 0, 31, 31]",177,2895,3072,5.76171875,random
6,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_10__idx_8477_fix_nonmask_seg0_k1024_eps_0.0039.vnnlib,100,timeout False,0.0,0.2296693325042724,105.10542368888856,3599,98,0,,,False,resnet_large__label_10__idx_8477,fix_nonmask,0,1024,0.0039,CIFAR100_resnet_large,False,0.9435863494873048,"[0, 0, 31, 31]",2895,177,3072,94.23828125,random
7,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_11__idx_3469_global_k1024_eps_0.0039.vnnlib,100,sat True,,,5.724989891052246,0,0,0,,,False,resnet_large__label_11__idx_3469,global,-1,1024,0.0039,CIFAR100_resnet_large,True,,,3072,0,3072,100.0,random
8,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_11__idx_3469_fix_mask_seg0_k1024_eps_0.0039.vnnlib,100,unsat True,,,3.958812713623047,0,0,0,,,False,resnet_large__label_11__idx_3469,fix_mask,0,1024,0.0039,CIFAR100_resnet_large,False,0.7863373160362244,"[0, 0, 31, 31]",9,3063,3072,0.29296875,random
9,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_11__idx_3469_fix_nonmask_seg0_k1024_eps_0.0039.vnnlib,100,sat True,,,5.886551141738892,0,0,0,,,False,resnet_large__label_11__idx_3469,fix_nonmask,0,1024,0.0039,CIFAR100_resnet_large,False,0.7863373160362244,"[0, 0, 31, 31]",3063,9,3072,99.70703125,random
10,onnx/CIFAR100_resnet_large.onnx,vnnlib/resnet_large__label_12__idx_6868_global_k1024_eps_0.0039.vnnlib,100,sat True,,,3.861179828643799,0,0,0,,,False,resnet_large__label_12__idx_6868,global,-1,1024,0.0039,CIFAR100_resnet_large,True,,,3072,0,3072,100.0,random
