instance_id,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable,image,tag,segment_index,k,eps,model,is_global,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
6,onnx/vgg16-7.onnx,vnnlib/n01644373_tree_frog_global_k1568_eps_0.0001.vnnlib,1200,unsat False,1.560504913330078,0.0,552.1877684593201,557.3837807178497,0,n01644373_tree_frog,global,-1,1568,0.0001,vgg16-7,True,,,4704,145824,150528,3.125,random
12,onnx/vgg16-7.onnx,vnnlib/n01644373_tree_frog_seg0_fixmask_k1568_eps_0.0001.vnnlib,1200,unsat False,1.561344861984253,0.0,487.8712377548218,493.108060836792,0,n01644373_tree_frog,fix_mask,0,1568,0.0001,vgg16-7,False,0.9081088304519652,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
18,onnx/vgg16-7.onnx,vnnlib/n01644373_tree_frog_seg0_fixnonmask_k1568_eps_0.0001.vnnlib,1200,unsat False,1.560584545135498,0.0,546.4121165275574,551.6213340759277,0,n01644373_tree_frog,fix_nonmask,0,1568,0.0001,vgg16-7,False,0.9081088304519652,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
24,onnx/vgg16-7.onnx,vnnlib/n01644900_tailed_frog_global_k1568_eps_0.0001.vnnlib,1200,unsat False,0.5779768824577332,0.0,642.0819544792175,647.3478436470032,0,n01644900_tailed_frog,global,-1,1568,0.0001,vgg16-7,True,,,4704,145824,150528,3.125,random
30,onnx/vgg16-7.onnx,vnnlib/n01644900_tailed_frog_seg0_fixmask_k1568_eps_0.0001.vnnlib,1200,unsat False,0.5793445706367493,0.0,596.6037266254425,601.7636439800262,0,n01644900_tailed_frog,fix_mask,0,1568,0.0001,vgg16-7,False,0.9068864583969116,"[0, 0, 223, 220]",4704,145824,150528,3.125,random
36,onnx/vgg16-7.onnx,vnnlib/n01644900_tailed_frog_seg0_fixnonmask_k1568_eps_0.0001.vnnlib,1200,unsat False,0.5789934992790222,0.0,605.6590220928192,611.0463662147522,0,n01644900_tailed_frog,fix_nonmask,0,1568,0.0001,vgg16-7,False,0.9068864583969116,"[0, 0, 223, 220]",4704,145824,150528,3.125,random
42,onnx/vgg16-7.onnx,vnnlib/n01665541_leatherback_turtle_global_k1568_eps_0.0001.vnnlib,1200,unsat False,0.4227472841739654,0.0,648.1573967933655,653.2589349746704,0,n01665541_leatherback_turtle,global,-1,1568,0.0001,vgg16-7,True,,,4704,145824,150528,3.125,random
48,onnx/vgg16-7.onnx,vnnlib/n01665541_leatherback_turtle_seg0_fixmask_k1568_eps_0.0001.vnnlib,1200,unsat False,0.4237507879734039,0.0,637.8791666030884,643.1495451927185,0,n01665541_leatherback_turtle,fix_mask,0,1568,0.0001,vgg16-7,False,0.8593950271606445,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
54,onnx/vgg16-7.onnx,vnnlib/n01665541_leatherback_turtle_seg0_fixnonmask_k1568_eps_0.0001.vnnlib,1200,unsat False,0.4230665564537048,0.0,643.3069279193878,648.5547540187836,0,n01665541_leatherback_turtle,fix_nonmask,0,1568,0.0001,vgg16-7,False,0.8593950271606445,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
60,onnx/vgg16-7.onnx,vnnlib/n01667114_mud_turtle_global_k1568_eps_0.0001.vnnlib,1200,sat False,-inf,,0.8960552215576172,6.662569522857666,0,n01667114_mud_turtle,global,-1,1568,0.0001,vgg16-7,True,,,4704,145824,150528,3.125,random
66,onnx/vgg16-7.onnx,vnnlib/n01667114_mud_turtle_seg0_fixmask_k1568_eps_0.0001.vnnlib,1200,sat False,-inf,,0.935631275177002,6.1667914390563965,0,n01667114_mud_turtle,fix_mask,0,1568,0.0001,vgg16-7,False,0.6734517812728882,"[0, 1, 223, 223]",4704,145824,150528,3.125,random
72,onnx/vgg16-7.onnx,vnnlib/n01667114_mud_turtle_seg0_fixnonmask_k1568_eps_0.0001.vnnlib,1200,sat False,-inf,,0.9000654220581055,6.075594425201416,0,n01667114_mud_turtle,fix_nonmask,0,1568,0.0001,vgg16-7,False,0.6734517812728882,"[0, 1, 223, 223]",4704,145824,150528,3.125,random
78,onnx/vgg16-7.onnx,vnnlib/n01667778_terrapin_global_k1568_eps_0.0001.vnnlib,1200,unsat False,1.1879982948303225,0.0,635.3564684391022,640.6430065631866,0,n01667778_terrapin,global,-1,1568,0.0001,vgg16-7,True,,,4704,145824,150528,3.125,random
84,onnx/vgg16-7.onnx,vnnlib/n01667778_terrapin_seg0_fixmask_k1568_eps_0.0001.vnnlib,1200,unsat False,1.188531517982483,0.0,621.6399619579315,626.9499771595001,0,n01667778_terrapin,fix_mask,0,1568,0.0001,vgg16-7,False,0.879705548286438,"[0, 0, 218, 223]",4704,145824,150528,3.125,random
90,onnx/vgg16-7.onnx,vnnlib/n01667778_terrapin_seg0_fixnonmask_k1568_eps_0.0001.vnnlib,1200,unsat False,1.1882086992263794,0.0,619.790670633316,625.404233455658,0,n01667778_terrapin,fix_nonmask,0,1568,0.0001,vgg16-7,False,0.879705548286438,"[0, 0, 218, 223]",4704,145824,150528,3.125,random
96,onnx/vgg16-7.onnx,vnnlib/n01669191_box_turtle_global_k1568_eps_0.0001.vnnlib,1200,sat False,-inf,,1.8868799209594729,7.2181291580200195,0,n01669191_box_turtle,global,-1,1568,0.0001,vgg16-7,True,,,4704,145824,150528,3.125,random
102,onnx/vgg16-7.onnx,vnnlib/n01669191_box_turtle_seg0_fixmask_k1568_eps_0.0001.vnnlib,1200,sat False,-inf,,1.1983296871185305,6.5014808177948,0,n01669191_box_turtle,fix_mask,0,1568,0.0001,vgg16-7,False,0.7978336215019226,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
108,onnx/vgg16-7.onnx,vnnlib/n01669191_box_turtle_seg0_fixnonmask_k1568_eps_0.0001.vnnlib,1200,sat False,-inf,,0.918846845626831,6.1525866985321045,0,n01669191_box_turtle,fix_nonmask,0,1568,0.0001,vgg16-7,False,0.7978336215019226,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
