instance_id,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable,image,segment_index,pattern,k,eps_res,tag,is_global,eps,score,bbox,num_changed,num_fixed,total,percent_changed
42,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_global_k12544_eps_0.0004.vnnlib,1200.0,sat True,,,,108.08104634284972,0.0,n01531178_goldfinch,-1.0,global,12544.0,0.0004,n01531178_goldfinch_global,True,0.0004,,,37632.0,112896.0,150528.0,25.0
86,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixmask_k12544_eps_0.0004.vnnlib,1200.0,timeout False,-0.1730912327766418,3.0,2127.280117750168,2136.399850845337,0.0,n01531178_goldfinch,0.0,fix_mask,12544.0,0.0004,n01531178_goldfinch_seg0_fixmask,False,0.0004,0.889735996723175,"[0, 0, 223, 223]",8463.0,142065.0,150528.0,5.622209821428571
130,onnx/vgg16-7.onnx,vnnlib/n01531178_goldfinch_seg0_fixnonmask_k12544_eps_0.0004.vnnlib,1200.0,sat True,,,,110.96481704711914,0.0,n01531178_goldfinch,0.0,fix_nonmask,12544.0,0.0004,n01531178_goldfinch_seg0_fixnonmask,False,0.0004,0.889735996723175,"[0, 0, 223, 223]",29169.0,121359.0,150528.0,19.377790178571427
306,onnx/vgg16-7.onnx,vnnlib/n01534433_junco_global_k12544_eps_0.0004.vnnlib,1200.0,timeout False,-1.608667016029358,3.0,2376.7577064037323,2503.631925344467,0.0,n01534433_junco,-1.0,global,12544.0,0.0004,n01534433_junco_global,True,0.0004,,,37632.0,112896.0,150528.0,25.0
350,onnx/vgg16-7.onnx,vnnlib/n01534433_junco_seg0_fixmask_k12544_eps_0.0004.vnnlib,1200.0,unsat False,0.0893161594867706,0.0,726.7036230564117,875.2691071033478,0.0,n01534433_junco,0.0,fix_mask,12544.0,0.0004,n01534433_junco_seg0_fixmask,False,0.0004,0.6341152787208557,"[0, 0, 223, 223]",17910.0,132618.0,150528.0,11.89811862244898
394,onnx/vgg16-7.onnx,vnnlib/n01534433_junco_seg0_fixnonmask_k12544_eps_0.0004.vnnlib,1200.0,unsat False,0.0825430452823638,0.0,741.3734619617462,865.446536064148,0.0,n01534433_junco,0.0,fix_nonmask,12544.0,0.0004,n01534433_junco_seg0_fixnonmask,False,0.0004,0.6341152787208557,"[0, 0, 223, 223]",19722.0,130806.0,150528.0,13.10188137755102
570,onnx/vgg16-7.onnx,vnnlib/n01558993_robin_global_k12544_eps_0.0004.vnnlib,1200.0,sat True,,,,120.7627022266388,0.0,n01558993_robin,-1.0,global,12544.0,0.0004,n01558993_robin_global,True,0.0004,,,37632.0,112896.0,150528.0,25.0
614,onnx/vgg16-7.onnx,vnnlib/n01558993_robin_seg0_fixmask_k12544_eps_0.0004.vnnlib,1200.0,timeout False,-0.0297233462333679,3.0,2138.4808444976807,2224.656595468521,0.0,n01558993_robin,0.0,fix_mask,12544.0,0.0004,n01558993_robin_seg0_fixmask,False,0.0004,0.5386311411857605,"[0, 0, 223, 223]",16614.0,133914.0,150528.0,11.037149234693878
658,onnx/vgg16-7.onnx,vnnlib/n01558993_robin_seg0_fixnonmask_k12544_eps_0.0004.vnnlib,1200.0,timeout False,-0.1570555567741394,3.0,2153.243392467499,2268.1043450832367,0.0,n01558993_robin,0.0,fix_nonmask,12544.0,0.0004,n01558993_robin_seg0_fixnonmask,False,0.0004,0.5386311411857605,"[0, 0, 223, 223]",21018.0,129510.0,150528.0,13.962850765306122
702,onnx/vgg16-7.onnx,vnnlib/n01560419_bulbul_global_k12544_eps_0.0004.vnnlib,1200.0,unsat False,0.7945723533630371,0.0,725.4169881343842,845.8544671535492,0.0,n01560419_bulbul,-1.0,global,12544.0,0.0004,n01560419_bulbul_global,True,0.0004,,,37632.0,112896.0,150528.0,25.0
