image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n02110341_dalmatian,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n02110341_dalmatian,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n02110341_dalmatian,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n02110341_dalmatian,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n02110341_dalmatian,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n02110341_dalmatian,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n02110341_dalmatian,vgg16-7,fix_mask,False,0,0.0001,50176,0.897122323513031,"[0, 0, 223, 223]",63330,87198,150528,42.071906887755105,random
n02110341_dalmatian,vgg16-7,fix_mask,False,0,0.0001,25088,0.897122323513031,"[0, 0, 223, 223]",63330,87198,150528,42.071906887755105,random
n02110341_dalmatian,vgg16-7,fix_mask,False,0,0.0001,12544,0.897122323513031,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n02110341_dalmatian,vgg16-7,fix_mask,False,0,0.0001,6272,0.897122323513031,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n02110341_dalmatian,vgg16-7,fix_mask,False,0,0.0001,3136,0.897122323513031,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n02110341_dalmatian,vgg16-7,fix_mask,False,0,0.0001,1568,0.897122323513031,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n02110341_dalmatian,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.897122323513031,"[0, 0, 223, 223]",87198,63330,150528,57.928093112244895,random
n02110341_dalmatian,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.897122323513031,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n02110341_dalmatian,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.897122323513031,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n02110341_dalmatian,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.897122323513031,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n02110341_dalmatian,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.897122323513031,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n02110341_dalmatian,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.897122323513031,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n02110627_affenpinscher,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n02110627_affenpinscher,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n02110627_affenpinscher,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n02110627_affenpinscher,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n02110627_affenpinscher,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n02110627_affenpinscher,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n02110627_affenpinscher,vgg16-7,fix_mask,False,0,0.0001,50176,0.918785810470581,"[0, 0, 223, 223]",55287,95241,150528,36.72871492346939,random
n02110627_affenpinscher,vgg16-7,fix_mask,False,0,0.0001,25088,0.918785810470581,"[0, 0, 223, 223]",55287,95241,150528,36.72871492346939,random
n02110627_affenpinscher,vgg16-7,fix_mask,False,0,0.0001,12544,0.918785810470581,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n02110627_affenpinscher,vgg16-7,fix_mask,False,0,0.0001,6272,0.918785810470581,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n02110627_affenpinscher,vgg16-7,fix_mask,False,0,0.0001,3136,0.918785810470581,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n02110627_affenpinscher,vgg16-7,fix_mask,False,0,0.0001,1568,0.918785810470581,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n02110627_affenpinscher,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.918785810470581,"[0, 0, 223, 223]",95241,55287,150528,63.27128507653061,random
n02110627_affenpinscher,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.918785810470581,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n02110627_affenpinscher,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.918785810470581,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n02110627_affenpinscher,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.918785810470581,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n02110627_affenpinscher,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.918785810470581,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n02110627_affenpinscher,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.918785810470581,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n02110806_basenji,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n02110806_basenji,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n02110806_basenji,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n02110806_basenji,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n02110806_basenji,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n02110806_basenji,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n02110806_basenji,vgg16-7,fix_mask,False,0,0.0001,50176,0.8429379463195801,"[0, 0, 223, 223]",73809,76719,150528,49.03340242346939,random
n02110806_basenji,vgg16-7,fix_mask,False,0,0.0001,25088,0.8429379463195801,"[0, 0, 223, 223]",73809,76719,150528,49.03340242346939,random
n02110806_basenji,vgg16-7,fix_mask,False,0,0.0001,12544,0.8429379463195801,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n02110806_basenji,vgg16-7,fix_mask,False,0,0.0001,6272,0.8429379463195801,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n02110806_basenji,vgg16-7,fix_mask,False,0,0.0001,3136,0.8429379463195801,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n02110806_basenji,vgg16-7,fix_mask,False,0,0.0001,1568,0.8429379463195801,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n02110806_basenji,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8429379463195801,"[0, 0, 223, 223]",76719,73809,150528,50.96659757653061,random
n02110806_basenji,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.8429379463195801,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n02110806_basenji,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.8429379463195801,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n02110806_basenji,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.8429379463195801,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n02110806_basenji,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.8429379463195801,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n02110806_basenji,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.8429379463195801,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n02110958_pug,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n02110958_pug,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n02110958_pug,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n02110958_pug,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n02110958_pug,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n02110958_pug,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n02110958_pug,vgg16-7,fix_mask,False,0,0.0001,50176,0.8980503082275391,"[0, 1, 223, 223]",47682,102846,150528,31.676498724489797,random
n02110958_pug,vgg16-7,fix_mask,False,0,0.0001,25088,0.8980503082275391,"[0, 1, 223, 223]",47682,102846,150528,31.676498724489797,random
n02110958_pug,vgg16-7,fix_mask,False,0,0.0001,12544,0.8980503082275391,"[0, 1, 223, 223]",37632,112896,150528,25.0,random
n02110958_pug,vgg16-7,fix_mask,False,0,0.0001,6272,0.8980503082275391,"[0, 1, 223, 223]",18816,131712,150528,12.5,random
n02110958_pug,vgg16-7,fix_mask,False,0,0.0001,3136,0.8980503082275391,"[0, 1, 223, 223]",9408,141120,150528,6.25,random
n02110958_pug,vgg16-7,fix_mask,False,0,0.0001,1568,0.8980503082275391,"[0, 1, 223, 223]",4704,145824,150528,3.125,random
n02110958_pug,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8980503082275391,"[0, 1, 223, 223]",102846,47682,150528,68.32350127551021,random
