instance_id,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable,image,segment_index,pattern,k,eps_res,tag,is_global,eps,score,bbox,num_changed,num_fixed,total,percent_changed
4,onnx/vgg16-7.onnx,vnnlib/n01440764_tench_global_k50176_eps_0.0003.vnnlib,1200,sat True,,,,1860.1121091842651,0.0,n01440764_tench,-1.0,global,50176.0,0.0003,n01440764_tench_global,True,0.0003,,,150528.0,0.0,150528.0,100.0
8,onnx/vgg16-7.onnx,vnnlib/n01440764_tench_seg0_fixmask_k50176_eps_0.0003.vnnlib,1200,sat False,-inf,,2.829251289367676,1855.16898727417,0.0,n01440764_tench,0.0,fix_mask,50176.0,0.0003,n01440764_tench_seg0_fixmask,False,0.0003,0.9453021287918092,"[0, 0, 223, 223]",4446.0,146082.0,150528.0,2.9536033163265305
12,onnx/vgg16-7.onnx,vnnlib/n01440764_tench_seg0_fixnonmask_k50176_eps_0.0003.vnnlib,1200,sat True,,,,1858.9519126415253,0.0,n01440764_tench,0.0,fix_nonmask,50176.0,0.0003,n01440764_tench_seg0_fixnonmask,False,0.0003,0.9453021287918092,"[0, 0, 223, 223]",146082.0,4446.0,150528.0,97.04639668367346
64,onnx/vgg16-7.onnx,vnnlib/n01514668_cock_global_k50176_eps_0.0003.vnnlib,1200,sat True,,,,2241.881782770157,0.0,n01514668_cock,-1.0,global,50176.0,0.0003,n01514668_cock_global,True,0.0003,,,150528.0,0.0,150528.0,100.0
68,onnx/vgg16-7.onnx,vnnlib/n01514668_cock_seg0_fixmask_k50176_eps_0.0003.vnnlib,1200,sat False,-inf,,2.467255115509033,1858.3316040039065,0.0,n01514668_cock,0.0,fix_mask,50176.0,0.0003,n01514668_cock_seg0_fixmask,False,0.0003,0.9203562140464784,"[0, 0, 223, 223]",8307.0,142221.0,150528.0,5.518574617346939
72,onnx/vgg16-7.onnx,vnnlib/n01514668_cock_seg0_fixnonmask_k50176_eps_0.0003.vnnlib,1200,sat True,,,,2250.028940677643,0.0,n01514668_cock,0.0,fix_nonmask,50176.0,0.0003,n01514668_cock_seg0_fixnonmask,False,0.0003,0.9203562140464784,"[0, 0, 223, 223]",142221.0,8307.0,150528.0,94.48142538265306
76,onnx/vgg16-7.onnx,vnnlib/n01514859_hen_global_k50176_eps_0.0003.vnnlib,1200,sat True,,,,1856.8045678138733,0.0,n01514859_hen,-1.0,global,50176.0,0.0003,n01514859_hen_global,True,0.0003,,,150528.0,0.0,150528.0,100.0
80,onnx/vgg16-7.onnx,vnnlib/n01514859_hen_seg0_fixmask_k50176_eps_0.0003.vnnlib,1200,sat True,,,,1858.9302048683169,0.0,n01514859_hen,0.0,fix_mask,50176.0,0.0003,n01514859_hen_seg0_fixmask,False,0.0003,0.7729081511497498,"[0, 0, 223, 223]",54453.0,96075.0,150528.0,36.17466517857143
84,onnx/vgg16-7.onnx,vnnlib/n01514859_hen_seg0_fixnonmask_k50176_eps_0.0003.vnnlib,1200,sat True,,,,2249.822365999222,0.0,n01514859_hen,0.0,fix_nonmask,50176.0,0.0003,n01514859_hen_seg0_fixnonmask,False,0.0003,0.7729081511497498,"[0, 0, 223, 223]",96075.0,54453.0,150528.0,63.82533482142857
88,onnx/vgg16-7.onnx,vnnlib/n01518878_ostrich_global_k50176_eps_0.0003.vnnlib,1200,sat True,,,,1857.5673387050629,0.0,n01518878_ostrich,-1.0,global,50176.0,0.0003,n01518878_ostrich_global,True,0.0003,,,150528.0,0.0,150528.0,100.0
