image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01531178_goldfinch,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01531178_goldfinch,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01531178_goldfinch,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01531178_goldfinch,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01531178_goldfinch,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01531178_goldfinch,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01531178_goldfinch,vgg16-7,fix_mask,False,0,0.0001,50176,0.8897364735603333,"[0, 0, 223, 223]",33852,116676,150528,22.488839285714285,random
n01531178_goldfinch,vgg16-7,fix_mask,False,0,0.0001,25088,0.8897364735603333,"[0, 0, 223, 223]",33852,116676,150528,22.488839285714285,random
n01531178_goldfinch,vgg16-7,fix_mask,False,0,0.0001,12544,0.8897364735603333,"[0, 0, 223, 223]",33852,116676,150528,22.488839285714285,random
n01531178_goldfinch,vgg16-7,fix_mask,False,0,0.0001,6272,0.8897364735603333,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01531178_goldfinch,vgg16-7,fix_mask,False,0,0.0001,3136,0.8897364735603333,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01531178_goldfinch,vgg16-7,fix_mask,False,0,0.0001,1568,0.8897364735603333,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01531178_goldfinch,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8897364735603333,"[0, 0, 223, 223]",116676,33852,150528,77.51116071428571,random
n01531178_goldfinch,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.8897364735603333,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01531178_goldfinch,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.8897364735603333,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01531178_goldfinch,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.8897364735603333,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01531178_goldfinch,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.8897364735603333,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01531178_goldfinch,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.8897364735603333,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01532829_house_finch,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01532829_house_finch,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01532829_house_finch,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01532829_house_finch,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01532829_house_finch,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01532829_house_finch,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01532829_house_finch,vgg16-7,fix_mask,False,0,0.0001,50176,0.7959659695625305,"[0, 1, 223, 219]",44424,106104,150528,29.512117346938776,random
n01532829_house_finch,vgg16-7,fix_mask,False,0,0.0001,25088,0.7959659695625305,"[0, 1, 223, 219]",44424,106104,150528,29.512117346938776,random
n01532829_house_finch,vgg16-7,fix_mask,False,0,0.0001,12544,0.7959659695625305,"[0, 1, 223, 219]",37632,112896,150528,25.0,random
n01532829_house_finch,vgg16-7,fix_mask,False,0,0.0001,6272,0.7959659695625305,"[0, 1, 223, 219]",18816,131712,150528,12.5,random
n01532829_house_finch,vgg16-7,fix_mask,False,0,0.0001,3136,0.7959659695625305,"[0, 1, 223, 219]",9408,141120,150528,6.25,random
n01532829_house_finch,vgg16-7,fix_mask,False,0,0.0001,1568,0.7959659695625305,"[0, 1, 223, 219]",4704,145824,150528,3.125,random
n01532829_house_finch,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.7959659695625305,"[0, 1, 223, 219]",106104,44424,150528,70.48788265306122,random
n01532829_house_finch,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.7959659695625305,"[0, 1, 223, 219]",75264,75264,150528,50.0,random
n01532829_house_finch,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.7959659695625305,"[0, 1, 223, 219]",37632,112896,150528,25.0,random
n01532829_house_finch,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.7959659695625305,"[0, 1, 223, 219]",18816,131712,150528,12.5,random
n01532829_house_finch,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.7959659695625305,"[0, 1, 223, 219]",9408,141120,150528,6.25,random
n01532829_house_finch,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.7959659695625305,"[0, 1, 223, 219]",4704,145824,150528,3.125,random
n01534433_junco,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01534433_junco,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01534433_junco,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01534433_junco,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01534433_junco,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01534433_junco,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01534433_junco,vgg16-7,fix_mask,False,0,0.0001,50176,0.6341152787208557,"[0, 0, 223, 223]",71646,78882,150528,47.596460459183675,random
n01534433_junco,vgg16-7,fix_mask,False,0,0.0001,25088,0.6341152787208557,"[0, 0, 223, 223]",71646,78882,150528,47.596460459183675,random
n01534433_junco,vgg16-7,fix_mask,False,0,0.0001,12544,0.6341152787208557,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01534433_junco,vgg16-7,fix_mask,False,0,0.0001,6272,0.6341152787208557,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01534433_junco,vgg16-7,fix_mask,False,0,0.0001,3136,0.6341152787208557,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01534433_junco,vgg16-7,fix_mask,False,0,0.0001,1568,0.6341152787208557,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01534433_junco,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.6341152787208557,"[0, 0, 223, 223]",78882,71646,150528,52.403539540816325,random
n01534433_junco,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.6341152787208557,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01534433_junco,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.6341152787208557,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01534433_junco,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.6341152787208557,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01534433_junco,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.6341152787208557,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01534433_junco,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.6341152787208557,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01537544_indigo_bunting,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01537544_indigo_bunting,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01537544_indigo_bunting,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01537544_indigo_bunting,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01537544_indigo_bunting,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01537544_indigo_bunting,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01537544_indigo_bunting,vgg16-7,fix_mask,False,0,0.0001,50176,0.8692007660865784,"[0, 0, 223, 223]",34812,115716,150528,23.1265943877551,random
n01537544_indigo_bunting,vgg16-7,fix_mask,False,0,0.0001,25088,0.8692007660865784,"[0, 0, 223, 223]",34812,115716,150528,23.1265943877551,random
n01537544_indigo_bunting,vgg16-7,fix_mask,False,0,0.0001,12544,0.8692007660865784,"[0, 0, 223, 223]",34812,115716,150528,23.1265943877551,random
n01537544_indigo_bunting,vgg16-7,fix_mask,False,0,0.0001,6272,0.8692007660865784,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01537544_indigo_bunting,vgg16-7,fix_mask,False,0,0.0001,3136,0.8692007660865784,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01537544_indigo_bunting,vgg16-7,fix_mask,False,0,0.0001,1568,0.8692007660865784,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01537544_indigo_bunting,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8692007660865784,"[0, 0, 223, 223]",115716,34812,150528,76.8734056122449,random
n01537544_indigo_bunting,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.8692007660865784,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01537544_indigo_bunting,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.8692007660865784,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01537544_indigo_bunting,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.8692007660865784,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01537544_indigo_bunting,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.8692007660865784,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01537544_indigo_bunting,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.8692007660865784,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01558993_robin,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01558993_robin,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01558993_robin,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01558993_robin,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01558993_robin,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01558993_robin,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01558993_robin,vgg16-7,fix_mask,False,0,0.0001,50176,0.7078351378440857,"[0, 0, 223, 223]",60648,89880,150528,40.29017857142857,random
n01558993_robin,vgg16-7,fix_mask,False,0,0.0001,25088,0.7078351378440857,"[0, 0, 223, 223]",60648,89880,150528,40.29017857142857,random
n01558993_robin,vgg16-7,fix_mask,False,0,0.0001,12544,0.7078351378440857,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01558993_robin,vgg16-7,fix_mask,False,0,0.0001,6272,0.7078351378440857,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01558993_robin,vgg16-7,fix_mask,False,0,0.0001,3136,0.7078351378440857,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01558993_robin,vgg16-7,fix_mask,False,0,0.0001,1568,0.7078351378440857,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01558993_robin,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.7078351378440857,"[0, 0, 223, 223]",89880,60648,150528,59.70982142857143,random
n01558993_robin,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.7078351378440857,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01558993_robin,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.7078351378440857,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01558993_robin,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.7078351378440857,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01558993_robin,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.7078351378440857,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01558993_robin,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.7078351378440857,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01560419_bulbul,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01560419_bulbul,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01560419_bulbul,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01560419_bulbul,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01560419_bulbul,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01560419_bulbul,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01560419_bulbul,vgg16-7,fix_mask,False,0,0.0001,50176,0.7939819097518921,"[0, 0, 223, 223]",52743,97785,150528,35.03866390306123,random
n01560419_bulbul,vgg16-7,fix_mask,False,0,0.0001,25088,0.7939819097518921,"[0, 0, 223, 223]",52743,97785,150528,35.03866390306123,random
n01560419_bulbul,vgg16-7,fix_mask,False,0,0.0001,12544,0.7939819097518921,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01560419_bulbul,vgg16-7,fix_mask,False,0,0.0001,6272,0.7939819097518921,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01560419_bulbul,vgg16-7,fix_mask,False,0,0.0001,3136,0.7939819097518921,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01560419_bulbul,vgg16-7,fix_mask,False,0,0.0001,1568,0.7939819097518921,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
