instance_id,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable,image,tag,segment_index,k,eps,model,is_global,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
3.0,onnx/vgg16-7.onnx,vnnlib/n02097658_silky_terrier_global_k12544_eps_0.0001.vnnlib,1200.0,sat True,,,,37.44614839553833,0.0,n02097658_silky_terrier,global,-1.0,12544.0,0.0001,vgg16-7,True,,,37632.0,112896.0,150528.0,25.0,random
9.0,onnx/vgg16-7.onnx,vnnlib/n02097658_silky_terrier_fix_mask_seg0_k12544_eps_0.0001.vnnlib,1200.0,sat True,,,,39.10036659240723,0.0,n02097658_silky_terrier,fix_mask,0.0,12544.0,0.0001,vgg16-7,False,0.8565725088119507,"[1, 0, 223, 223]",37632.0,112896.0,150528.0,25.0,random
15.0,onnx/vgg16-7.onnx,vnnlib/n02097658_silky_terrier_fix_nonmask_seg0_k12544_eps_0.0001.vnnlib,1200.0,sat True,,,,35.81014561653137,0.0,n02097658_silky_terrier,fix_nonmask,0.0,12544.0,0.0001,vgg16-7,False,0.8565725088119507,"[1, 0, 223, 223]",37632.0,112896.0,150528.0,25.0,random
21.0,onnx/vgg16-7.onnx,vnnlib/n02098105_soft-coated_wheaten_terrier_global_k12544_eps_0.0001.vnnlib,1200.0,unsat False,0.3013056814670563,0.0,644.5593473911285,687.7728319168091,0.0,n02098105_soft-coated_wheaten_terrier,global,-1.0,12544.0,0.0001,vgg16-7,True,,,37632.0,112896.0,150528.0,25.0,random
27.0,onnx/vgg16-7.onnx,vnnlib/n02098105_soft-coated_wheaten_terrier_fix_mask_seg0_k12544_eps_0.0001.vnnlib,1200.0,unsat False,0.299431562423706,0.0,646.9418032169342,690.5227806568146,0.0,n02098105_soft-coated_wheaten_terrier,fix_mask,0.0,12544.0,0.0001,vgg16-7,False,0.8476336598396301,"[0, 8, 223, 223]",37632.0,112896.0,150528.0,25.0,random
33.0,onnx/vgg16-7.onnx,vnnlib/n02098105_soft-coated_wheaten_terrier_fix_nonmask_seg0_k12544_eps_0.0001.vnnlib,1200.0,unsat False,0.302154928445816,0.0,648.0396611690521,691.0067167282104,0.0,n02098105_soft-coated_wheaten_terrier,fix_nonmask,0.0,12544.0,0.0001,vgg16-7,False,0.8476336598396301,"[0, 8, 223, 223]",37632.0,112896.0,150528.0,25.0,random
39.0,onnx/vgg16-7.onnx,vnnlib/n02098286_West_Highland_white_terrier_global_k12544_eps_0.0001.vnnlib,1200.0,unsat False,0.9452202320098876,0.0,615.0069584846497,658.5369470119476,0.0,n02098286_West_Highland_white_terrier,global,-1.0,12544.0,0.0001,vgg16-7,True,,,37632.0,112896.0,150528.0,25.0,random
45.0,onnx/vgg16-7.onnx,vnnlib/n02098286_West_Highland_white_terrier_fix_mask_seg0_k12544_eps_0.0001.vnnlib,1200.0,unsat False,0.9446439743041992,0.0,627.7023181915283,671.5062892436981,0.0,n02098286_West_Highland_white_terrier,fix_mask,0.0,12544.0,0.0001,vgg16-7,False,0.9286105632781982,"[0, 0, 223, 223]",37632.0,112896.0,150528.0,25.0,random
51.0,onnx/vgg16-7.onnx,vnnlib/n02098286_West_Highland_white_terrier_fix_nonmask_seg0_k12544_eps_0.0001.vnnlib,1200.0,unsat False,0.9455708265304564,0.0,621.1595196723938,664.8659934997559,0.0,n02098286_West_Highland_white_terrier,fix_nonmask,0.0,12544.0,0.0001,vgg16-7,False,0.9286105632781982,"[0, 0, 223, 223]",37632.0,112896.0,150528.0,25.0,random
57.0,onnx/vgg16-7.onnx,vnnlib/n02099267_flat-coated_retriever_global_k12544_eps_0.0001.vnnlib,1200.0,sat True,,,,35.563594818115234,0.0,n02099267_flat-coated_retriever,global,-1.0,12544.0,0.0001,vgg16-7,True,,,37632.0,112896.0,150528.0,25.0,random
