instance_id,onnx,vnnlib,timeout,result,lb_minus_rhs,domains_visited,bab_time,all_time,init_unstable,image,segment_index,pattern,k,eps_res,tag,is_global,eps,score,bbox,num_changed,num_fixed,total,percent_changed
269,onnx/vgg16-7.onnx,vnnlib/n01534433_junco_global_k24_eps_0.0001.vnnlib,1200.0,unsat False,0.1290362179279327,0.0,665.0931921005249,777.531900882721,0.0,n01534433_junco,-1.0,global,24.0,0.0001,n01534433_junco_global,True,0.0001,,,72.0,150456.0,150528.0,0.0478316326530612
313,onnx/vgg16-7.onnx,vnnlib/n01534433_junco_seg0_fixmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,0.129047006368637,0.0,603.3901109695435,674.9111375808716,0.0,n01534433_junco,0.0,fix_mask,24.0,0.0001,n01534433_junco_seg0_fixmask,False,0.0001,0.6341152787208557,"[0, 0, 223, 223]",33.0,150495.0,150528.0,0.021922831632653
357,onnx/vgg16-7.onnx,vnnlib/n01534433_junco_seg0_fixnonmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,0.1290450394153595,0.0,586.4301619529724,702.3020286560059,0.0,n01534433_junco,0.0,fix_nonmask,24.0,0.0001,n01534433_junco_seg0_fixnonmask,False,0.0001,0.6341152787208557,"[0, 0, 223, 223]",39.0,150489.0,150528.0,0.0259088010204081
533,onnx/vgg16-7.onnx,vnnlib/n01558993_robin_global_k24_eps_0.0001.vnnlib,1200.0,unsat False,0.050974428653717,0.0,676.7594141960144,800.1245167255402,0.0,n01558993_robin,-1.0,global,24.0,0.0001,n01558993_robin_global,True,0.0001,,,72.0,150456.0,150528.0,0.0478316326530612
577,onnx/vgg16-7.onnx,vnnlib/n01558993_robin_seg0_fixmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,0.0509897470474243,0.0,581.765050649643,700.3416812419891,0.0,n01558993_robin,0.0,fix_mask,24.0,0.0001,n01558993_robin_seg0_fixmask,False,0.0001,0.5386311411857605,"[0, 0, 223, 223]",33.0,150495.0,150528.0,0.021922831632653
621,onnx/vgg16-7.onnx,vnnlib/n01558993_robin_seg0_fixnonmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,0.0509811043739318,0.0,599.8854050636292,711.7881796360016,0.0,n01558993_robin,0.0,fix_nonmask,24.0,0.0001,n01558993_robin_seg0_fixnonmask,False,0.0001,0.5386311411857605,"[0, 0, 223, 223]",39.0,150489.0,150528.0,0.0259088010204081
665,onnx/vgg16-7.onnx,vnnlib/n01560419_bulbul_global_k24_eps_0.0001.vnnlib,1200.0,unsat False,1.0525356531143188,0.0,640.4363825321198,759.0919606685638,0.0,n01560419_bulbul,-1.0,global,24.0,0.0001,n01560419_bulbul_global,True,0.0001,,,72.0,150456.0,150528.0,0.0478316326530612
709,onnx/vgg16-7.onnx,vnnlib/n01560419_bulbul_seg0_fixmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,1.0525416135787964,0.0,491.57637429237366,602.5261554718018,0.0,n01560419_bulbul,0.0,fix_mask,24.0,0.0001,n01560419_bulbul_seg0_fixmask,False,0.0001,0.7939819097518921,"[0, 0, 223, 223]",24.0,150504.0,150528.0,0.0159438775510204
753,onnx/vgg16-7.onnx,vnnlib/n01560419_bulbul_seg0_fixnonmask_k24_eps_0.0001.vnnlib,1200.0,unsat False,1.0525397062301636,0.0,602.6385643482208,724.8302855491638,0.0,n01560419_bulbul,0.0,fix_nonmask,24.0,0.0001,n01560419_bulbul_seg0_fixnonmask,False,0.0001,0.7939819097518921,"[0, 0, 223, 223]",48.0,150480.0,150528.0,0.0318877551020408
797,onnx/vgg16-7.onnx,vnnlib/n01580077_jay_global_k24_eps_0.0001.vnnlib,1200.0,timeout False,-0.52920001745224,3.0,2037.8714244365692,2162.556384563446,0.0,n01580077_jay,-1.0,global,24.0,0.0001,n01580077_jay_global,True,0.0001,,,72.0,150456.0,150528.0,0.0478316326530612
