image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01770393_scorpion,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01770393_scorpion,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01770393_scorpion,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01770393_scorpion,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01770393_scorpion,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01770393_scorpion,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01770393_scorpion,vgg16-7,fix_mask,False,0,0.0001,50176,0.8547707200050354,"[0, 0, 223, 223]",22296,128232,150528,14.81186224489796,random
n01770393_scorpion,vgg16-7,fix_mask,False,0,0.0001,25088,0.8547707200050354,"[0, 0, 223, 223]",22296,128232,150528,14.81186224489796,random
n01770393_scorpion,vgg16-7,fix_mask,False,0,0.0001,12544,0.8547707200050354,"[0, 0, 223, 223]",22296,128232,150528,14.81186224489796,random
n01770393_scorpion,vgg16-7,fix_mask,False,0,0.0001,6272,0.8547707200050354,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01770393_scorpion,vgg16-7,fix_mask,False,0,0.0001,3136,0.8547707200050354,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01770393_scorpion,vgg16-7,fix_mask,False,0,0.0001,1568,0.8547707200050354,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01770393_scorpion,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8547707200050354,"[0, 0, 223, 223]",128232,22296,150528,85.18813775510205,random
n01770393_scorpion,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.8547707200050354,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01770393_scorpion,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.8547707200050354,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01770393_scorpion,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.8547707200050354,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01770393_scorpion,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.8547707200050354,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01770393_scorpion,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.8547707200050354,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01773157_black_and_gold_garden_spider,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01773157_black_and_gold_garden_spider,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01773157_black_and_gold_garden_spider,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01773157_black_and_gold_garden_spider,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01773157_black_and_gold_garden_spider,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01773157_black_and_gold_garden_spider,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_mask,False,0,0.0001,50176,0.896748423576355,"[0, 0, 223, 223]",12864,137664,150528,8.545918367346939,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_mask,False,0,0.0001,25088,0.896748423576355,"[0, 0, 223, 223]",12864,137664,150528,8.545918367346939,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_mask,False,0,0.0001,12544,0.896748423576355,"[0, 0, 223, 223]",12864,137664,150528,8.545918367346939,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_mask,False,0,0.0001,6272,0.896748423576355,"[0, 0, 223, 223]",12864,137664,150528,8.545918367346939,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_mask,False,0,0.0001,3136,0.896748423576355,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_mask,False,0,0.0001,1568,0.896748423576355,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.896748423576355,"[0, 0, 223, 223]",137664,12864,150528,91.45408163265306,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.896748423576355,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.896748423576355,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.896748423576355,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01773157_black_and_gold_garden_spider,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.896748423576355,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
