image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01443537_goldfish,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01443537_goldfish,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01443537_goldfish,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01443537_goldfish,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01443537_goldfish,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01443537_goldfish,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01443537_goldfish,vgg16-7,fix_mask,False,0,0.0001,50176,0.8230918645858765,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,random
n01443537_goldfish,vgg16-7,fix_mask,False,0,0.0001,25088,0.8230918645858765,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,random
n01443537_goldfish,vgg16-7,fix_mask,False,0,0.0001,12544,0.8230918645858765,"[0, 1, 223, 222]",28149,122379,150528,18.70017538265306,random
n01443537_goldfish,vgg16-7,fix_mask,False,0,0.0001,6272,0.8230918645858765,"[0, 1, 223, 222]",18816,131712,150528,12.5,random
n01443537_goldfish,vgg16-7,fix_mask,False,0,0.0001,3136,0.8230918645858765,"[0, 1, 223, 222]",9408,141120,150528,6.25,random
n01443537_goldfish,vgg16-7,fix_mask,False,0,0.0001,1568,0.8230918645858765,"[0, 1, 223, 222]",4704,145824,150528,3.125,random
n01443537_goldfish,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8230918645858765,"[0, 1, 223, 222]",122379,28149,150528,81.29982461734694,random
n01443537_goldfish,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.8230918645858765,"[0, 1, 223, 222]",75264,75264,150528,50.0,random
n01443537_goldfish,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.8230918645858765,"[0, 1, 223, 222]",37632,112896,150528,25.0,random
n01443537_goldfish,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.8230918645858765,"[0, 1, 223, 222]",18816,131712,150528,12.5,random
n01443537_goldfish,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.8230918645858765,"[0, 1, 223, 222]",9408,141120,150528,6.25,random
n01443537_goldfish,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.8230918645858765,"[0, 1, 223, 222]",4704,145824,150528,3.125,random
n01484850_great_white_shark,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01484850_great_white_shark,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01484850_great_white_shark,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01484850_great_white_shark,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01484850_great_white_shark,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01484850_great_white_shark,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01484850_great_white_shark,vgg16-7,fix_mask,False,0,0.0001,50176,0.903913676738739,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,random
n01484850_great_white_shark,vgg16-7,fix_mask,False,0,0.0001,25088,0.903913676738739,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,random
n01484850_great_white_shark,vgg16-7,fix_mask,False,0,0.0001,12544,0.903913676738739,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,random
n01484850_great_white_shark,vgg16-7,fix_mask,False,0,0.0001,6272,0.903913676738739,"[0, 0, 223, 223]",14712,135816,150528,9.77359693877551,random
n01484850_great_white_shark,vgg16-7,fix_mask,False,0,0.0001,3136,0.903913676738739,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01484850_great_white_shark,vgg16-7,fix_mask,False,0,0.0001,1568,0.903913676738739,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01484850_great_white_shark,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.903913676738739,"[0, 0, 223, 223]",135816,14712,150528,90.22640306122449,random
n01484850_great_white_shark,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.903913676738739,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01484850_great_white_shark,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.903913676738739,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01484850_great_white_shark,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.903913676738739,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01484850_great_white_shark,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.903913676738739,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01484850_great_white_shark,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.903913676738739,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01491361_tiger_shark,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01491361_tiger_shark,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01491361_tiger_shark,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01491361_tiger_shark,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01491361_tiger_shark,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01491361_tiger_shark,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01491361_tiger_shark,vgg16-7,fix_mask,False,0,0.0001,50176,0.9602170586585999,"[0, 0, 223, 223]",3693,146835,150528,2.4533641581632653,random
n01491361_tiger_shark,vgg16-7,fix_mask,False,0,0.0001,25088,0.9602170586585999,"[0, 0, 223, 223]",3693,146835,150528,2.4533641581632653,random
n01491361_tiger_shark,vgg16-7,fix_mask,False,0,0.0001,12544,0.9602170586585999,"[0, 0, 223, 223]",3693,146835,150528,2.4533641581632653,random
n01491361_tiger_shark,vgg16-7,fix_mask,False,0,0.0001,6272,0.9602170586585999,"[0, 0, 223, 223]",3693,146835,150528,2.4533641581632653,random
n01491361_tiger_shark,vgg16-7,fix_mask,False,0,0.0001,3136,0.9602170586585999,"[0, 0, 223, 223]",3693,146835,150528,2.4533641581632653,random
n01491361_tiger_shark,vgg16-7,fix_mask,False,0,0.0001,1568,0.9602170586585999,"[0, 0, 223, 223]",3693,146835,150528,2.4533641581632653,random
