image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n02085620_Chihuahua,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n02085620_Chihuahua,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n02085620_Chihuahua,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n02085620_Chihuahua,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n02085620_Chihuahua,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n02085620_Chihuahua,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n02085620_Chihuahua,vgg16-7,fix_mask,False,0,0.0001,50176,0.860840380191803,"[0, 1, 223, 223]",93786,56742,150528,62.3046875,random
n02085620_Chihuahua,vgg16-7,fix_mask,False,0,0.0001,25088,0.860840380191803,"[0, 1, 223, 223]",75264,75264,150528,50.0,random
n02085620_Chihuahua,vgg16-7,fix_mask,False,0,0.0001,12544,0.860840380191803,"[0, 1, 223, 223]",37632,112896,150528,25.0,random
n02085620_Chihuahua,vgg16-7,fix_mask,False,0,0.0001,6272,0.860840380191803,"[0, 1, 223, 223]",18816,131712,150528,12.5,random
n02085620_Chihuahua,vgg16-7,fix_mask,False,0,0.0001,3136,0.860840380191803,"[0, 1, 223, 223]",9408,141120,150528,6.25,random
n02085620_Chihuahua,vgg16-7,fix_mask,False,0,0.0001,1568,0.860840380191803,"[0, 1, 223, 223]",4704,145824,150528,3.125,random
n02085620_Chihuahua,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.860840380191803,"[0, 1, 223, 223]",56742,93786,150528,37.6953125,random
n02085620_Chihuahua,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.860840380191803,"[0, 1, 223, 223]",56742,93786,150528,37.6953125,random
n02085620_Chihuahua,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.860840380191803,"[0, 1, 223, 223]",37632,112896,150528,25.0,random
n02085620_Chihuahua,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.860840380191803,"[0, 1, 223, 223]",18816,131712,150528,12.5,random
n02085620_Chihuahua,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.860840380191803,"[0, 1, 223, 223]",9408,141120,150528,6.25,random
n02085620_Chihuahua,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.860840380191803,"[0, 1, 223, 223]",4704,145824,150528,3.125,random
n02085782_Japanese_spaniel,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n02085782_Japanese_spaniel,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n02085782_Japanese_spaniel,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n02085782_Japanese_spaniel,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n02085782_Japanese_spaniel,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n02085782_Japanese_spaniel,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n02085782_Japanese_spaniel,vgg16-7,fix_mask,False,0,0.0001,50176,0.9374722838401794,"[2, 2, 222, 223]",34059,116469,150528,22.626355229591837,random
n02085782_Japanese_spaniel,vgg16-7,fix_mask,False,0,0.0001,25088,0.9374722838401794,"[2, 2, 222, 223]",34059,116469,150528,22.626355229591837,random
n02085782_Japanese_spaniel,vgg16-7,fix_mask,False,0,0.0001,12544,0.9374722838401794,"[2, 2, 222, 223]",34059,116469,150528,22.626355229591837,random
n02085782_Japanese_spaniel,vgg16-7,fix_mask,False,0,0.0001,6272,0.9374722838401794,"[2, 2, 222, 223]",18816,131712,150528,12.5,random
n02085782_Japanese_spaniel,vgg16-7,fix_mask,False,0,0.0001,3136,0.9374722838401794,"[2, 2, 222, 223]",9408,141120,150528,6.25,random
n02085782_Japanese_spaniel,vgg16-7,fix_mask,False,0,0.0001,1568,0.9374722838401794,"[2, 2, 222, 223]",4704,145824,150528,3.125,random
n02085782_Japanese_spaniel,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.9374722838401794,"[2, 2, 222, 223]",116469,34059,150528,77.37364477040816,random
n02085782_Japanese_spaniel,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.9374722838401794,"[2, 2, 222, 223]",75264,75264,150528,50.0,random
n02085782_Japanese_spaniel,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.9374722838401794,"[2, 2, 222, 223]",37632,112896,150528,25.0,random
n02085782_Japanese_spaniel,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.9374722838401794,"[2, 2, 222, 223]",18816,131712,150528,12.5,random
n02085782_Japanese_spaniel,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.9374722838401794,"[2, 2, 222, 223]",9408,141120,150528,6.25,random
n02085782_Japanese_spaniel,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.9374722838401794,"[2, 2, 222, 223]",4704,145824,150528,3.125,random
n02085936_Maltese_dog,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
