path,name,entropy_bits,edge_density,edge_pixels,distinct_colors_q16,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,complexity_score
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n04462240_toyshop.JPEG,n04462240_toyshop.JPEG,7.2797099241441465,0.32180723852040816,16147,1547,76.45870579523769,0.33973536180293396,0.16644968893956458,0.5556670499965459,14.08727484092068
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n04005630_prison.JPEG,n04005630_prison.JPEG,7.57901721285203,0.30139907525510207,15123,1142,86.56504002139027,0.3659517543480672,0.07884629278430447,0.5051640311492877,13.381475357211809
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02256656_cicada.JPEG,n02256656_cicada.JPEG,6.773728676637141,0.2705875318877551,13577,501,160.88013374379,0.5034893606954469,0.18096332257871345,0.4810044406662202,11.190035752935724
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n03188531_diaper.JPEG,n03188531_diaper.JPEG,7.6921275173151935,0.23058832908163265,11570,1560,33.2607395834215,0.42339000185216336,0.07782670201878014,0.7080290737793944,11.03783677121936
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n03207743_dishrag.JPEG,n03207743_dishrag.JPEG,7.515577970768632,0.3532764668367347,17726,998,17.48071235178284,0.3043708001366761,0.06374686253306897,0.762372322429457,10.380928648309528
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n09256479_coral_reef.JPEG,n09256479_coral_reef.JPEG,7.131083127178659,0.24778778698979592,12433,829,95.8583635929404,0.4444373731327879,0.1178932271086233,0.578549469310474,10.250939238173263
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02870880_bookcase.JPEG,n02870880_bookcase.JPEG,7.677467600069697,0.2816685267857143,14133,652,75.58601180314139,0.3934358781726428,0.09972371991005799,0.6306706100267834,10.10602235192956
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02108089_boxer.JPEG,n02108089_boxer.JPEG,7.414232599590779,0.31845902423469385,15979,641,67.72654199148221,0.3676722173041188,0.12241280507346408,0.6215352775535452,9.88929729034292
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n13037406_gyromitra.JPEG,n13037406_gyromitra.JPEG,7.629019007150265,0.2443797831632653,12262,987,58.12526054761497,0.44686982234331374,0.0814289516092346,0.583543304921412,9.753293287917982
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02051845_pelican.JPEG,n02051845_pelican.JPEG,7.082836026928339,0.283203125,14210,731,86.16541097538328,0.4251965231147003,0.14338986297933237,0.5012740276879526,9.72056588774694
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n13044778_earthstar.JPEG,n13044778_earthstar.JPEG,7.6147914099593,0.27772241709183676,13935,347,92.84149006190628,0.4002107955057913,0.09742122754536418,0.481833310767726,9.517755089382133
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01924916_flatworm.JPEG,n01924916_flatworm.JPEG,7.751608497148928,0.3111049107142857,15610,591,55.70333145501421,0.373792334736742,0.09406626671412754,0.7039203669241436,9.50254016289798
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01872401_echidna.JPEG,n01872401_echidna.JPEG,7.489733544845394,0.31800063775510207,15956,482,69.51698783995892,0.3462092632300602,0.13045130688371998,0.682761783442349,9.487578209788554
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n03032252_cinema.JPEG,n03032252_cinema.JPEG,7.500268501086894,0.26486766581632654,13290,935,57.07137217618913,0.43725925015928707,0.13977959563394637,0.725010320823356,9.237725408031377
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n03482405_hamper.JPEG,n03482405_hamper.JPEG,7.542249024870368,0.24724968112244897,12406,1394,23.8942343906604,0.44324636527600036,0.13948483513221563,0.8474948857896301,9.235602529149187
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01744401_rock_python.JPEG,n01744401_rock_python.JPEG,6.8816614775099705,0.3117625956632653,15643,182,122.89422774291197,0.385141402454885,0.22568688331186731,0.4821232782877815,9.129334382756634
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02101006_Gordon_setter.JPEG,n02101006_Gordon_setter.JPEG,7.8586570300404475,0.29213169642857145,14658,469,59.72284788839256,0.37924338015250586,0.07760195972154729,0.7040475180465415,9.121045735867403
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n04243546_slot.JPEG,n04243546_slot.JPEG,7.526685697553922,0.2382015306122449,11952,1266,38.68671395679714,0.47844648181411864,0.1483815075510021,0.7781021938031544,8.954018357797256
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01944390_snail.JPEG,n01944390_snail.JPEG,7.701386178675756,0.28928172831632654,14515,790,38.77178755529881,0.3937435920023178,0.09349808738164408,0.7598873625392508,8.941369366785757
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02321529_sea_cucumber.JPEG,n02321529_sea_cucumber.JPEG,7.647774887400706,0.3225845025510204,16186,607,36.77471846546598,0.3535588858870966,0.07274428996686347,0.7572526377612779,8.939757685426335
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02018207_American_coot.JPEG,n02018207_American_coot.JPEG,7.494122352631623,0.3317920918367347,16648,608,28.43655706836458,0.30323876208216105,0.06755829171980732,0.6286434357055073,8.902438619599275
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n03873416_paddle.JPEG,n03873416_paddle.JPEG,7.810599110404214,0.35501036352040816,17813,16,50.43385325709556,0.22908416118666367,0.05497991030749774,0.6225661865248522,8.901302759747175
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01877812_wallaby.JPEG,n01877812_wallaby.JPEG,7.591344086328577,0.31216119260204084,15663,564,35.04276537575215,0.3285943646219551,0.06715492982242657,0.6197932780392508,8.690314009291745
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n03598930_jigsaw_puzzle.JPEG,n03598930_jigsaw_puzzle.JPEG,7.666896866095459,0.27455357142857145,13776,663,48.568193826373104,0.41505977266855426,0.07907385730679155,0.638434892948399,8.588970427336369
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02011460_bittern.JPEG,n02011460_bittern.JPEG,7.523533051403128,0.3475366709183674,17438,356,38.1309980289437,0.30770542156202996,0.0674708993509607,0.5950931000220723,8.540626250411886
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n04525305_vending_machine.JPEG,n04525305_vending_machine.JPEG,7.398625152970954,0.2085857780612245,10466,1422,36.56882796330278,0.5292870666715472,0.16184374187441847,0.8187371216776578,8.422694626461215
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01669191_box_turtle.JPEG,n01669191_box_turtle.JPEG,7.564582687251333,0.3460220025510204,17362,295,33.608039194437595,0.2757233490863773,0.05879002182490978,0.5504375012958764,8.391367636311752
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01735189_garter_snake.JPEG,n01735189_garter_snake.JPEG,7.859065912028448,0.30630181760204084,15369,401,39.19596220615238,0.3417735476505537,0.059453203636716925,0.7159114353494506,8.387450897893807
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02130308_cheetah.JPEG,n02130308_cheetah.JPEG,7.6553206288083295,0.3142139668367347,15766,652,23.22443725960157,0.357528597825956,0.06771129552052779,0.7425312505742192,8.313221842812448
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n01734418_king_snake.JPEG,n01734418_king_snake.JPEG,7.457161107006486,0.31393494897959184,15752,289,62.489199651309406,0.34388407233892704,0.1250314518834018,0.6856909581289646,8.234805668319618
../benchmarks/vggnet16_benchmark2022/segmented_outputs/object/n02980441_castle.JPEG,n02980441_castle.JPEG,7.583864228800821,0.28164859693877553,14132,583,54.60550541222082,0.43542243794898383,0.1294645383011949,0.7743434019763016,8.005053173178073
