image,model,tag,is_global,segment_index,eps,k,score,bbox,num_changed,num_fixed,total,percent_changed,pattern
n01704323_triceratops,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01704323_triceratops,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
n01704323_triceratops,vgg16-7,global,True,-1,0.0001,12544,,,37632,112896,150528,25.0,random
n01704323_triceratops,vgg16-7,global,True,-1,0.0001,6272,,,18816,131712,150528,12.5,random
n01704323_triceratops,vgg16-7,global,True,-1,0.0001,3136,,,9408,141120,150528,6.25,random
n01704323_triceratops,vgg16-7,global,True,-1,0.0001,1568,,,4704,145824,150528,3.125,random
n01704323_triceratops,vgg16-7,fix_mask,False,0,0.0001,50176,0.8741545081138611,"[0, 0, 223, 223]",3780,146748,150528,2.5111607142857144,random
n01704323_triceratops,vgg16-7,fix_mask,False,0,0.0001,25088,0.8741545081138611,"[0, 0, 223, 223]",3780,146748,150528,2.5111607142857144,random
n01704323_triceratops,vgg16-7,fix_mask,False,0,0.0001,12544,0.8741545081138611,"[0, 0, 223, 223]",3780,146748,150528,2.5111607142857144,random
n01704323_triceratops,vgg16-7,fix_mask,False,0,0.0001,6272,0.8741545081138611,"[0, 0, 223, 223]",3780,146748,150528,2.5111607142857144,random
n01704323_triceratops,vgg16-7,fix_mask,False,0,0.0001,3136,0.8741545081138611,"[0, 0, 223, 223]",3780,146748,150528,2.5111607142857144,random
n01704323_triceratops,vgg16-7,fix_mask,False,0,0.0001,1568,0.8741545081138611,"[0, 0, 223, 223]",3780,146748,150528,2.5111607142857144,random
n01704323_triceratops,vgg16-7,fix_nonmask,False,0,0.0001,50176,0.8741545081138611,"[0, 0, 223, 223]",146748,3780,150528,97.48883928571429,random
n01704323_triceratops,vgg16-7,fix_nonmask,False,0,0.0001,25088,0.8741545081138611,"[0, 0, 223, 223]",75264,75264,150528,50.0,random
n01704323_triceratops,vgg16-7,fix_nonmask,False,0,0.0001,12544,0.8741545081138611,"[0, 0, 223, 223]",37632,112896,150528,25.0,random
n01704323_triceratops,vgg16-7,fix_nonmask,False,0,0.0001,6272,0.8741545081138611,"[0, 0, 223, 223]",18816,131712,150528,12.5,random
n01704323_triceratops,vgg16-7,fix_nonmask,False,0,0.0001,3136,0.8741545081138611,"[0, 0, 223, 223]",9408,141120,150528,6.25,random
n01704323_triceratops,vgg16-7,fix_nonmask,False,0,0.0001,1568,0.8741545081138611,"[0, 0, 223, 223]",4704,145824,150528,3.125,random
n01728920_ringneck_snake,vgg16-7,global,True,-1,0.0001,50176,,,150528,0,150528,100.0,random
n01728920_ringneck_snake,vgg16-7,global,True,-1,0.0001,25088,,,75264,75264,150528,50.0,random
